product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
ERP,small,SAP,average,automotive,procurement_driven,unknown,follower,72396,3,3,3,Europe,bsc,4,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,centralized,naive,follower,82764,2,2,2,ROW,bsc,54,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,tech_savvy,leader,150000,2,3,5,US,bsc,27,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,centralized,unknown,leader,30000,1,2,3,Europe,mba,7,NO SALE
ERP,large,Oracle,average,tech,centralized,unknown,leader,57163,1,2,4,US,mba,32,NO SALE
ERP,small,Oracle,low,traditional_manufacturing,LOB_driven,unknown,follower,77371,4,5,4,ROW,mba,9,NO SALE
CRM,medium,SAP,average,tech,centralized,unknown,follower,30000,1,2,1,ROW,bsc,12,NO SALE
CRM,small,IBM,low,tech,centralized,tech_savvy,follower,35259,1,1,2,Europe,bsc,7,NO SALE
CRM,medium,IBM,low,traditional_manufacturing,LOB_driven,unknown,leader,36952,1,2,4,ROW,bsc,17,SALE
CRM,small,IBM,low,healthcare,procurement_driven,unknown,leader,30000,2,3,5,Europe,high_school,12,NO SALE
CRM,medium,IBM,high,healthcare,LOB_driven,naive,leader,125115,3,6,4,ROW,bsc,20,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,unknown,follower,90229,2,4,4,US,other_graduate,43,NO SALE
ERP,large,SAP,average,automotive,procurement_driven,unknown,leader,64349,1,4,4,ROW,bsc,53,NO SALE
ERP,medium,IBM,average,healthcare,LOB_driven,unknown,follower,71671,1,4,4,Europe,bsc,8,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,leader,78530,1,4,3,US,bsc,25,NO SALE
CRM,large,Oracle,average,healthcare,LOB_driven,unknown,follower,37172,3,2,4,Europe,mba,41,NO SALE
CRM,large,IBM,high,automotive,LOB_driven,naive,leader,112182,1,4,4,US,other_graduate,33,NO SALE
ERP,large,IBM,average,automotive,LOB_driven,naive,leader,35978,1,3,4,ROW,mba,55,NO SALE
CRM,small,SAP,low,tech,LOB_driven,naive,leader,30000,1,2,4,Europe,bsc,6,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,71165,2,4,3,Europe,mba,20,SALE
CRM,large,SAP,low,automotive,procurement_driven,naive,follower,124937,1,3,5,US,bsc,21,NO SALE
CRM,large,IBM,average,tech,LOB_driven,unknown,leader,118678,3,4,4,Europe,bsc,16,SALE
CRM,large,SAP,low,tech,LOB_driven,tech_savvy,leader,30000,2,2,3,US,mba,47,NO SALE
CRM,small,SAP,average,automotive,LOB_driven,naive,follower,46716,1,3,1,Europe,bsc,8,NO SALE
ERP,small,IBM,average,tech,centralized,tech_savvy,follower,150000,1,1,3,US,bsc,10,NO SALE
CRM,medium,SAP,high,tech,procurement_driven,tech_savvy,follower,64194,2,3,4,Europe,mba,19,SALE
DSC,large,Oracle,average,healthcare,LOB_driven,unknown,follower,150000,4,2,4,US,mba,27,NO SALE
CRM,small,IBM,average,tech,procurement_driven,tech_savvy,follower,30000,4,2,4,Europe,bsc,8,NO SALE
ERP,large,SAP,low,healthcare,centralized,unknown,follower,98474,1,1,4,ROW,mba,60,NO SALE
ERP,small,SAP,average,traditional_manufacturing,procurement_driven,naive,follower,150000,3,3,4,ROW,some_university,5,NO SALE
ERP,medium,Oracle,average,healthcare,LOB_driven,tech_savvy,leader,60597,5,4,4,Europe,mba,31,NO SALE
ERP,medium,Oracle,low,tech,centralized,naive,leader,109232,4,2,5,Europe,bsc,12,NO SALE
CRM,medium,Oracle,average,automotive,LOB_driven,unknown,leader,150000,4,3,4,US,bsc,19,NO SALE
CRM,medium,IBM,average,tech,procurement_driven,tech_savvy,follower,101007,4,3,5,Europe,bsc,24,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,tech_savvy,follower,62797,5,3,2,ROW,bsc,12,NO SALE
DSC,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,150000,1,5,4,ROW,bsc,48,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,procurement_driven,tech_savvy,follower,81141,3,4,3,US,mba,8,NO SALE
ERP,large,Oracle,low,traditional_manufacturing,centralized,unknown,follower,69479,2,3,3,ROW,other_graduate,41,SALE
ERP,large,IBM,average,tech,procurement_driven,unknown,follower,76077,2,3,5,US,bsc,19,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,98006,2,2,3,US,mba,68,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,leader,30000,3,5,4,US,bsc,9,NO SALE
DSC,large,Oracle,low,traditional_manufacturing,centralized,unknown,follower,150000,3,3,4,US,mba,41,NO SALE
DSC,small,IBM,low,tech,procurement_driven,tech_savvy,leader,60588,3,2,2,Europe,some_university,13,NO SALE
ERP,large,Oracle,average,tech,centralized,tech_savvy,follower,81268,3,3,3,Europe,mba,35,NO SALE
ERP,small,SAP,low,traditional_manufacturing,LOB_driven,naive,follower,80306,1,3,5,Europe,high_school,6,NO SALE
DSC,large,SAP,high,automotive,LOB_driven,unknown,follower,150000,4,5,3,Europe,bsc,35,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,follower,45938,3,3,3,ROW,bsc,10,SALE
CRM,small,SAP,average,traditional_manufacturing,centralized,unknown,leader,30000,1,4,3,US,high_school,7,NO SALE
CRM,large,Oracle,average,automotive,centralized,unknown,leader,150000,1,4,3,US,some_university,39,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,centralized,tech_savvy,follower,72461,2,3,4,US,bsc,11,NO SALE
DSC,medium,IBM,high,automotive,centralized,unknown,leader,58630,5,5,2,Europe,bsc,20,NO SALE
CRM,medium,IBM,low,healthcare,LOB_driven,naive,leader,34801,4,1,1,US,mba,20,SALE
DSC,small,IBM,low,traditional_manufacturing,procurement_driven,naive,follower,39920,5,2,4,Europe,bsc,7,NO SALE
ERP,small,IBM,low,healthcare,centralized,unknown,follower,30000,4,1,4,Europe,other_graduate,10,NO SALE
DSC,medium,IBM,high,tech,LOB_driven,tech_savvy,follower,82690,1,4,3,US,bsc,29,SALE
CRM,large,Oracle,low,traditional_manufacturing,LOB_driven,naive,leader,74879,3,1,4,Europe,other_graduate,52,NO SALE
CRM,medium,Oracle,high,tech,centralized,unknown,leader,74877,2,4,3,ROW,bsc,11,NO SALE
CRM,small,SAP,average,traditional_manufacturing,LOB_driven,tech_savvy,follower,30988,1,2,5,ROW,bsc,4,NO SALE
ERP,small,IBM,high,traditional_manufacturing,centralized,naive,follower,85194,3,4,4,Europe,high_school,5,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,naive,follower,57147,3,3,4,US,high_school,17,NO SALE
CRM,medium,SAP,low,automotive,LOB_driven,unknown,follower,76253,1,5,3,US,mba,20,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,follower,40174,1,2,1,US,mba,8,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,naive,follower,41641,2,3,5,US,some_university,15,NO SALE
CRM,large,SAP,high,tech,LOB_driven,unknown,follower,102052,4,5,3,US,mba,52,NO SALE
ERP,medium,Oracle,low,healthcare,procurement_driven,tech_savvy,follower,150000,2,1,4,ROW,high_school,32,SALE
CRM,medium,SAP,average,healthcare,LOB_driven,unknown,follower,47371,1,5,2,US,high_school,23,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,naive,follower,55970,4,6,4,ROW,bsc,8,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,tech_savvy,follower,30000,4,5,3,Europe,bsc,27,NO SALE
CRM,small,Oracle,low,tech,centralized,tech_savvy,follower,45292,3,3,4,ROW,mba,8,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,leader,110761,2,3,4,US,mba,22,SALE
ERP,large,IBM,high,automotive,centralized,unknown,follower,150000,1,4,4,Europe,bsc,26,NO SALE
ERP,large,Oracle,low,tech,LOB_driven,unknown,leader,101000,2,4,4,US,bsc,25,NO SALE
CRM,large,SAP,low,tech,procurement_driven,unknown,leader,51573,5,1,5,ROW,bsc,17,NO SALE
CRM,large,Oracle,average,healthcare,procurement_driven,naive,follower,33188,1,3,3,ROW,mba,19,NO SALE
DSC,medium,IBM,average,automotive,centralized,unknown,follower,65153,4,5,5,US,bsc,16,SALE
ERP,medium,IBM,average,healthcare,LOB_driven,tech_savvy,follower,105776,5,3,4,Europe,bsc,51,NO SALE
CRM,small,Oracle,average,automotive,LOB_driven,unknown,leader,74675,3,2,3,Europe,bsc,9,NO SALE
ERP,medium,Oracle,average,automotive,LOB_driven,unknown,follower,31176,4,4,4,US,mba,12,NO SALE
CRM,medium,IBM,average,tech,procurement_driven,unknown,leader,43128,1,4,4,ROW,other_graduate,56,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,tech_savvy,follower,30000,4,4,2,Europe,bsc,26,NO SALE
CRM,small,SAP,low,tech,LOB_driven,unknown,follower,34468,2,4,5,Europe,bsc,11,NO SALE
CRM,small,IBM,low,traditional_manufacturing,LOB_driven,naive,leader,72203,2,2,4,Europe,some_university,5,NO SALE
ERP,medium,SAP,low,automotive,centralized,tech_savvy,follower,107675,2,2,3,US,other_graduate,32,NO SALE
CRM,medium,SAP,high,tech,LOB_driven,naive,follower,106541,2,5,2,Europe,bsc,18,NO SALE
DSC,large,IBM,high,automotive,centralized,unknown,leader,42867,3,3,4,US,mba,32,SALE
DSC,large,IBM,low,automotive,procurement_driven,unknown,follower,74122,3,2,4,US,bsc,37,NO SALE
ERP,small,SAP,average,automotive,centralized,unknown,leader,53470,2,2,5,ROW,bsc,13,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,unknown,leader,30000,3,6,4,ROW,some_university,77,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,naive,leader,150000,1,4,4,Europe,bsc,48,NO SALE
ERP,large,SAP,average,automotive,centralized,naive,leader,93838,1,2,3,US,mba,40,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,33559,4,1,3,Europe,bsc,14,NO SALE
ERP,medium,Oracle,high,tech,centralized,unknown,leader,31789,3,4,1,US,high_school,19,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,naive,follower,99601,1,4,2,US,bsc,15,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,55684,4,1,2,ROW,some_university,35,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,centralized,unknown,leader,145086,3,2,4,ROW,bsc,7,NO SALE
ERP,large,IBM,average,traditional_manufacturing,procurement_driven,naive,follower,102172,4,4,5,ROW,mba,31,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,naive,leader,72209,1,5,4,US,mba,46,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,leader,150000,1,4,4,US,some_university,29,SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,tech_savvy,leader,53534,4,1,1,Europe,bsc,35,NO SALE
CRM,medium,Oracle,low,automotive,LOB_driven,unknown,follower,30000,4,4,3,Europe,bsc,25,NO SALE
CRM,medium,Oracle,high,healthcare,centralized,unknown,leader,42027,4,5,3,Europe,mba,13,NO SALE
ERP,large,SAP,average,tech,centralized,tech_savvy,follower,118239,1,1,3,US,mba,18,NO SALE
ERP,small,Oracle,high,traditional_manufacturing,centralized,tech_savvy,leader,83726,4,3,3,Europe,high_school,10,NO SALE
CRM,medium,IBM,high,tech,LOB_driven,tech_savvy,follower,40895,2,4,3,US,bsc,17,SALE
CRM,small,IBM,high,healthcare,LOB_driven,tech_savvy,follower,35593,1,3,2,ROW,bsc,6,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,follower,43635,1,4,3,ROW,bsc,19,NO SALE
DSC,medium,Oracle,average,tech,LOB_driven,tech_savvy,leader,86357,2,2,3,ROW,high_school,11,NO SALE
ERP,large,Oracle,high,automotive,procurement_driven,unknown,leader,124843,1,4,5,US,mba,16,NO SALE
ERP,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,43318,4,5,5,Europe,other_graduate,27,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,tech_savvy,leader,65227,3,3,2,Europe,bsc,28,SALE
ERP,large,SAP,average,traditional_manufacturing,procurement_driven,naive,leader,92014,1,3,4,US,other_graduate,53,NO SALE
CRM,small,IBM,average,tech,centralized,tech_savvy,leader,134636,3,3,3,ROW,bsc,11,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,procurement_driven,unknown,leader,56126,2,3,4,ROW,mba,24,NO SALE
ERP,large,SAP,average,tech,procurement_driven,unknown,leader,109476,3,3,4,Europe,bsc,17,NO SALE
CRM,medium,SAP,average,healthcare,centralized,tech_savvy,follower,40402,2,3,3,US,mba,13,NO SALE
ERP,large,Oracle,average,tech,LOB_driven,unknown,follower,62406,1,5,4,ROW,bsc,32,NO SALE
DSC,small,Oracle,average,automotive,procurement_driven,unknown,follower,48449,1,2,2,Europe,bsc,6,NO SALE
DSC,medium,IBM,average,healthcare,procurement_driven,unknown,follower,49631,2,3,3,US,bsc,12,NO SALE
CRM,medium,SAP,high,tech,procurement_driven,tech_savvy,leader,69559,1,4,3,Europe,mba,32,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,procurement_driven,tech_savvy,follower,150000,3,4,5,Europe,bsc,4,NO SALE
CRM,small,IBM,average,traditional_manufacturing,centralized,tech_savvy,leader,49659,2,4,2,Europe,some_university,7,SALE
CRM,medium,Oracle,low,automotive,LOB_driven,unknown,follower,30000,2,3,3,Europe,mba,30,NO SALE
DSC,medium,IBM,low,automotive,LOB_driven,unknown,follower,30552,2,3,4,US,bsc,15,NO SALE
CRM,medium,SAP,average,automotive,centralized,naive,follower,30000,3,4,5,Europe,mba,24,NO SALE
ERP,medium,IBM,low,tech,centralized,unknown,leader,97431,4,1,4,US,bsc,18,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,naive,leader,150000,3,3,5,ROW,bsc,62,NO SALE
ERP,medium,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,85690,3,3,5,ROW,bsc,12,NO SALE
CRM,small,IBM,average,healthcare,LOB_driven,tech_savvy,leader,59833,3,3,2,Europe,high_school,8,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,30000,1,2,4,Europe,mba,25,NO SALE
CRM,large,IBM,average,tech,centralized,tech_savvy,follower,30000,3,4,5,ROW,some_university,42,SALE
CRM,small,SAP,high,tech,LOB_driven,unknown,follower,30000,1,2,4,Europe,bsc,12,NO SALE
ERP,medium,IBM,high,tech,procurement_driven,unknown,follower,150000,6,6,2,Europe,other_graduate,27,NO SALE
ERP,medium,Oracle,low,traditional_manufacturing,procurement_driven,unknown,follower,112500,1,3,5,US,bsc,12,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,procurement_driven,tech_savvy,follower,67759,3,4,4,US,mba,1,NO SALE
ERP,medium,Oracle,low,tech,centralized,tech_savvy,follower,150000,3,2,4,ROW,some_university,35,NO SALE
ERP,small,Oracle,average,tech,procurement_driven,unknown,leader,150000,1,4,5,Europe,some_university,9,NO SALE
ERP,large,IBM,low,tech,centralized,unknown,follower,129049,2,1,5,Europe,mba,41,NO SALE
ERP,large,Oracle,average,healthcare,centralized,unknown,follower,150000,1,3,4,US,bsc,67,NO SALE
CRM,medium,IBM,high,healthcare,LOB_driven,unknown,follower,43382,1,4,1,US,bsc,33,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,naive,leader,33067,1,2,3,ROW,bsc,37,SALE
ERP,large,SAP,low,healthcare,centralized,unknown,follower,129080,2,1,5,ROW,mba,27,NO SALE
CRM,large,IBM,average,tech,centralized,unknown,follower,30000,2,4,6,US,bsc,61,SALE
CRM,small,Oracle,high,traditional_manufacturing,LOB_driven,tech_savvy,leader,130259,3,3,4,Europe,some_university,8,NO SALE
ERP,small,IBM,average,tech,centralized,naive,leader,85385,3,3,3,ROW,some_university,5,NO SALE
ERP,small,Oracle,average,automotive,procurement_driven,naive,follower,30000,1,4,4,Europe,mba,6,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,tech_savvy,follower,30000,4,4,4,ROW,some_university,23,NO SALE
ERP,small,IBM,average,healthcare,centralized,unknown,follower,101872,1,4,1,Europe,some_university,5,NO SALE
ERP,large,SAP,high,traditional_manufacturing,procurement_driven,unknown,leader,95110,3,3,4,Europe,bsc,38,NO SALE
CRM,small,Oracle,high,automotive,LOB_driven,naive,leader,30000,2,4,4,US,some_university,4,NO SALE
ERP,large,SAP,average,traditional_manufacturing,procurement_driven,unknown,follower,54789,4,3,1,US,mba,33,NO SALE
CRM,small,IBM,average,tech,LOB_driven,unknown,follower,55338,3,4,2,ROW,bsc,13,NO SALE
CRM,small,Oracle,average,healthcare,centralized,tech_savvy,leader,58668,3,3,3,Europe,bsc,9,NO SALE
CRM,medium,Oracle,low,tech,procurement_driven,tech_savvy,follower,79162,1,2,4,ROW,bsc,18,NO SALE
CRM,small,IBM,low,tech,LOB_driven,tech_savvy,follower,81346,2,2,5,ROW,bsc,14,NO SALE
DSC,large,Oracle,high,automotive,centralized,unknown,leader,63696,1,3,4,US,bsc,22,NO SALE
CRM,large,SAP,high,tech,LOB_driven,naive,leader,150000,3,4,2,ROW,bsc,36,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,naive,leader,30000,3,3,3,ROW,bsc,18,NO SALE
DSC,large,IBM,low,automotive,centralized,unknown,follower,115347,1,2,4,US,mba,24,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,unknown,follower,86996,3,4,3,Europe,bsc,6,NO SALE
ERP,medium,Oracle,high,healthcare,centralized,tech_savvy,follower,71908,1,5,4,US,high_school,15,SALE
DSC,large,IBM,average,tech,procurement_driven,tech_savvy,leader,97227,4,2,3,ROW,bsc,26,NO SALE
ERP,medium,Oracle,average,automotive,procurement_driven,tech_savvy,leader,92442,3,4,4,ROW,some_university,11,SALE
DSC,small,IBM,average,automotive,centralized,naive,follower,96332,2,3,4,Europe,some_university,8,NO SALE
ERP,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,54587,5,6,4,US,bsc,35,NO SALE
CRM,large,SAP,average,tech,centralized,unknown,leader,58487,1,4,3,US,other_graduate,23,SALE
CRM,large,Oracle,average,automotive,centralized,unknown,follower,150000,2,2,4,US,bsc,69,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,centralized,unknown,leader,123832,1,4,3,ROW,bsc,42,SALE
ERP,medium,SAP,low,healthcare,procurement_driven,unknown,leader,61435,4,3,3,US,bsc,41,NO SALE
CRM,large,Oracle,average,healthcare,LOB_driven,unknown,follower,93480,2,1,4,US,other_graduate,42,NO SALE
DSC,large,Oracle,average,healthcare,centralized,unknown,follower,60789,1,4,4,ROW,mba,27,NO SALE
ERP,large,SAP,high,tech,procurement_driven,naive,follower,61957,2,4,3,US,high_school,30,NO SALE
CRM,large,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,127791,2,3,2,US,bsc,50,NO SALE
ERP,large,Oracle,average,tech,centralized,naive,follower,150000,3,4,4,US,bsc,34,SALE
ERP,medium,Oracle,low,tech,centralized,unknown,follower,134041,4,3,2,Europe,mba,16,NO SALE
DSC,medium,Oracle,average,traditional_manufacturing,procurement_driven,unknown,follower,150000,1,2,5,US,some_university,13,NO SALE
ERP,large,IBM,high,traditional_manufacturing,LOB_driven,naive,follower,133351,1,5,4,Europe,mba,32,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,centralized,naive,follower,72059,1,3,5,ROW,bsc,8,NO SALE
ERP,small,Oracle,average,tech,procurement_driven,naive,follower,93992,1,4,3,ROW,bsc,7,NO SALE
CRM,small,SAP,average,healthcare,centralized,naive,follower,44254,2,4,2,Europe,bsc,4,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,follower,30000,3,4,3,ROW,some_university,18,NO SALE
CRM,large,IBM,average,tech,procurement_driven,naive,leader,81966,5,3,3,US,high_school,24,NO SALE
ERP,large,Oracle,low,healthcare,centralized,unknown,follower,75240,3,2,3,Europe,other_graduate,33,NO SALE
ERP,medium,Oracle,high,healthcare,centralized,unknown,leader,79605,1,3,3,Europe,other_graduate,25,NO SALE
DSC,small,SAP,average,automotive,procurement_driven,naive,follower,30000,2,4,4,Europe,bsc,10,NO SALE
ERP,medium,IBM,high,tech,centralized,unknown,follower,66572,3,5,3,ROW,mba,36,SALE
CRM,small,SAP,average,healthcare,procurement_driven,naive,leader,75525,2,5,3,Europe,bsc,3,SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,naive,follower,70361,2,2,4,US,bsc,5,NO SALE
CRM,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,83031,3,4,2,US,bsc,21,NO SALE
DSC,small,IBM,high,automotive,centralized,unknown,follower,43545,3,3,3,ROW,bsc,6,NO SALE
CRM,small,Oracle,low,tech,procurement_driven,naive,follower,31435,4,4,3,US,some_university,10,NO SALE
CRM,medium,Oracle,average,tech,centralized,unknown,follower,91439,2,2,3,US,bsc,13,NO SALE
CRM,large,IBM,average,healthcare,LOB_driven,naive,leader,30000,2,4,2,US,bsc,50,SALE
CRM,medium,Oracle,average,tech,LOB_driven,unknown,follower,37159,3,4,4,Europe,bsc,12,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,follower,112089,2,3,4,ROW,other_graduate,9,NO SALE
CRM,small,SAP,average,healthcare,centralized,unknown,follower,30000,3,5,4,Europe,bsc,16,NO SALE
CRM,medium,Oracle,low,healthcare,LOB_driven,unknown,follower,87169,1,1,3,Europe,bsc,13,NO SALE
DSC,large,SAP,average,automotive,LOB_driven,naive,follower,124936,2,2,2,US,some_university,27,NO SALE
DSC,large,Oracle,average,automotive,LOB_driven,unknown,follower,56365,1,2,3,US,bsc,43,NO SALE
CRM,medium,SAP,high,tech,LOB_driven,unknown,leader,36358,1,3,5,US,bsc,26,NO SALE
ERP,large,SAP,low,healthcare,LOB_driven,tech_savvy,leader,150000,1,3,4,Europe,mba,23,NO SALE
CRM,medium,Oracle,low,healthcare,centralized,unknown,follower,147148,1,3,3,US,bsc,28,NO SALE
CRM,large,IBM,average,healthcare,procurement_driven,naive,follower,33789,3,4,6,US,some_university,33,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,LOB_driven,naive,leader,125201,1,5,4,Europe,bsc,17,NO SALE
CRM,small,SAP,low,tech,procurement_driven,unknown,leader,63107,4,3,3,ROW,bsc,7,NO SALE
CRM,small,SAP,average,tech,LOB_driven,unknown,follower,30000,2,4,4,US,bsc,19,NO SALE
DSC,medium,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,42464,4,3,3,US,high_school,8,SALE
CRM,medium,Oracle,low,traditional_manufacturing,centralized,unknown,follower,76365,3,1,4,Europe,bsc,19,NO SALE
DSC,small,Oracle,low,tech,procurement_driven,tech_savvy,follower,83855,3,1,2,ROW,bsc,10,NO SALE
ERP,small,Oracle,high,automotive,centralized,tech_savvy,leader,58345,1,5,3,Europe,high_school,8,NO SALE
ERP,small,SAP,low,healthcare,centralized,naive,leader,150000,1,1,2,ROW,high_school,9,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,naive,follower,93905,1,3,3,US,bsc,22,NO SALE
DSC,large,Oracle,average,traditional_manufacturing,procurement_driven,unknown,follower,72462,3,3,6,ROW,some_university,28,SALE
CRM,small,Oracle,low,tech,centralized,tech_savvy,follower,150000,2,3,3,Europe,bsc,11,NO SALE
ERP,small,Oracle,average,automotive,procurement_driven,naive,leader,30256,3,3,3,US,mba,14,NO SALE
CRM,small,SAP,average,healthcare,LOB_driven,unknown,leader,44525,4,3,4,Europe,some_university,4,NO SALE
DSC,medium,IBM,high,traditional_manufacturing,procurement_driven,unknown,follower,67130,2,3,5,Europe,bsc,59,SALE
DSC,large,SAP,average,automotive,LOB_driven,naive,leader,79596,2,3,3,US,bsc,21,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,117893,1,3,5,US,bsc,18,NO SALE
DSC,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,150000,2,4,2,US,mba,21,NO SALE
DSC,large,IBM,average,traditional_manufacturing,centralized,unknown,leader,112084,1,1,6,Europe,mba,53,NO SALE
ERP,large,Oracle,high,tech,centralized,naive,leader,89256,2,3,3,US,other_graduate,35,NO SALE
CRM,small,SAP,high,automotive,procurement_driven,naive,leader,30000,1,4,2,US,bsc,6,NO SALE
ERP,small,Oracle,average,tech,procurement_driven,tech_savvy,leader,98415,3,3,3,ROW,bsc,8,NO SALE
DSC,small,SAP,high,traditional_manufacturing,procurement_driven,naive,leader,30000,3,4,3,Europe,some_university,3,NO SALE
DSC,large,SAP,average,automotive,centralized,naive,leader,150000,1,5,4,US,some_university,25,NO SALE
CRM,small,SAP,average,traditional_manufacturing,LOB_driven,naive,follower,30000,2,2,3,US,mba,7,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,tech_savvy,follower,150000,5,4,4,Europe,bsc,12,NO SALE
ERP,medium,IBM,high,automotive,centralized,naive,follower,76716,2,5,3,US,some_university,12,SALE
ERP,large,SAP,low,traditional_manufacturing,LOB_driven,unknown,leader,137253,2,1,4,US,other_graduate,28,NO SALE
ERP,medium,IBM,average,tech,procurement_driven,naive,follower,150000,1,4,4,US,mba,10,NO SALE
ERP,large,SAP,low,traditional_manufacturing,centralized,tech_savvy,leader,150000,1,1,3,Europe,bsc,91,NO SALE
DSC,medium,Oracle,average,tech,procurement_driven,unknown,leader,36403,2,4,4,Europe,bsc,15,SALE
DSC,medium,SAP,high,tech,procurement_driven,unknown,follower,79626,3,3,4,US,some_university,18,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,unknown,follower,30000,2,4,4,Europe,bsc,11,NO SALE
ERP,medium,Oracle,average,automotive,centralized,unknown,follower,55008,1,4,2,ROW,high_school,52,NO SALE
ERP,large,SAP,low,traditional_manufacturing,centralized,naive,leader,150000,2,1,5,Europe,bsc,71,NO SALE
CRM,large,IBM,average,tech,LOB_driven,unknown,leader,30000,1,4,4,Europe,mba,31,NO SALE
CRM,medium,IBM,low,tech,LOB_driven,naive,leader,33659,3,4,3,Europe,some_university,23,SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,unknown,follower,69831,1,4,5,US,bsc,23,NO SALE
CRM,small,SAP,average,automotive,LOB_driven,unknown,follower,63259,1,5,2,ROW,some_university,5,NO SALE
DSC,large,SAP,high,tech,procurement_driven,unknown,follower,51344,3,5,4,US,bsc,43,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,naive,follower,55265,3,4,5,Europe,bsc,29,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,centralized,unknown,follower,34783,2,3,3,Europe,bsc,5,NO SALE
ERP,medium,Oracle,average,healthcare,LOB_driven,unknown,follower,65457,4,3,4,US,bsc,59,NO SALE
DSC,medium,SAP,low,traditional_manufacturing,procurement_driven,unknown,follower,54922,2,2,5,ROW,mba,8,NO SALE
ERP,small,IBM,average,tech,centralized,tech_savvy,leader,64124,1,3,3,Europe,high_school,10,NO SALE
ERP,small,SAP,high,traditional_manufacturing,procurement_driven,tech_savvy,follower,72222,3,5,3,US,other_graduate,12,NO SALE
ERP,medium,SAP,average,tech,procurement_driven,unknown,follower,36658,3,4,4,ROW,bsc,9,NO SALE
ERP,large,SAP,average,traditional_manufacturing,procurement_driven,unknown,follower,102911,4,2,3,US,bsc,43,NO SALE
